*.*.*.*,*.*.*.*,Allow
26.180.239.223,172.186.103.187,Block
11.249.236.102,214.239.90.129,Block
1.8.131.60,98.116.182.248,Block
118.248.143.168,14.73.230.38/8,Allow
234.189.105.169,75.244.204.115,Block
197.212.3.84,105.239.203.12,Block
221.102.175.72,35.137.174.107,Block
197.187.86.250,58.138.8.10,Allow
196.224.244.135,181.1.16.31,Block
124.111.*.*,222.149.168.173,Block
58.71.19.255/16,159.193.100.120,Block
81.164.222.109,75.216.63.66,Block
237.244.134.38,139.47.74.224,Block
139.78.64.217,214.159.39.45/16,Block
118.196.210.1,115.145.146.125,Block
206.16.135.15,254.235.112.150,Allow
164.223.184.64,54.217.212.*,Block
57.178.71.0,219.59.235.88,Block
*.*.*.*,125.15.249.*,Block
107.95.67.188,196.190.119.*,Block
192.236.176.18,232.66.77.*,Block
92.127.178.244,87.85.149.143,Block
144.143.137.104,21.185.189.165,Block
204.99.158.89,219.210.55.49,Block
88.116.90.170,143.93.99.101,Block
213.97.52.153,109.235.45.110,Allow
43.206.238.217,89.118.173.*,Allow
2.170.150.82,177.25.108.47,Allow
179.215.98.144,45.86.106.36,Block
130.158.125.137,172.5.250.166,Block
174.223.56.22,246.24.41.56,Block
22.63.*.*,161.93.218.65,Block
*.*.*.*,171.173.176.*,Allow
71.25.74.147,247.71.53.83,Block
8.52.61.172,202.10.212.249/24,Block
139.102.60.*,141.231.203.13,Block
16.94.166.19,136.115.131.47/16,Allow
128.241.55.116,57.128.176.140,Block
214.44.*.*,217.185.167.90,Block
117.*.*.*,111.241.216.5,Block
59.86.145.21,127.101.62.172,Block
88.123.50.141,144.8.189.173,Block
110.111.253.153,110.93.231.83,Block
52.48.89.248,129.129.198.1,Block
52.9.92.*,241.204.225.61,Block
204.115.31.150,5.44.105.255,Block
186.170.139.247,60.7.7.226,Allow
82.*.*.*,113.213.*.*,Block
216.124.82.63,227.34.248.38,Block
44.239.216.112,128.175.9.250,Block
168.242.18.208,229.16.*.*,Allow
221.56.62.234,2.91.98.65,Block
102.53.197.106,67.46.213.213,Allow
181.190.112.166,51.166.44.94,Block
14.191.191.197,227.170.125.183,Block
65.158.159.28,178.41.144.89,Block
98.142.163.101,64.250.245.87,Block
12.238.26.233,243.111.251.49,Block
219.219.227.238,172.62.8.152,Block
188.161.200.5,67.61.144.*,Allow
102.45.101.18,106.59.129.30,Block
14.64.121.48,96.*.*.*,Block
252.171.144.57,89.129.124.118,Allow
82.230.68.58,85.89.176.228,Block
49.105.178.41,118.107.210.136,Block
10.235.43.89,175.181.212.209,Block
84.44.61.117,19.145.131.115/12,Block
145.208.207.128,102.202.100.242,Block
193.183.52.*,177.132.129.218,Allow
248.175.167.1,253.78.121.111,Block
144.141.189.41,57.21.29.141,Block
120.45.205.61,176.223.181.113,Block
41.190.137.217,154.197.142.75,Block
95.128.208.21,136.113.212.118,Allow
235.173.240.104,128.233.234.35,Allow
218.36.165.36,155.185.167.139,Block
77.82.178.118,7.60.62.75,Block
140.134.31.80,202.96.156.8,Allow
129.200.6.*,234.151.*.*,Block
211.34.255.154,18.237.95.72,Block
130.233.217.63,144.54.114.99,Block
19.232.206.227,114.131.125.17,Block
4.14.141.149,241.93.52.*,Block
112.75.74.210,159.3.*.*,Block
213.175.143.209,186.238.64.237,Block
84.38.223.42,193.213.131.200,Allow
27.156.158.48,170.29.25.196,Block
166.96.147.13,239.33.29.123,Allow
42.238.67.37,212.161.155.136,Block
121.180.88.*,12.58.63.50,Block
28.60.184.86,237.238.250.135,Block
165.127.176.208,192.149.50.197,Block
183.177.169.180,42.103.198.50,Block
210.100.67.104,167.253.27.75,Block
116.225.11.87,153.156.74.111,Block
222.10.86.199,64.106.186.42,Block
212.25.165.248,115.196.53.146/8,Block
156.4.*.*,64.11.76.198,Block
182.108.107.50,61.143.140.108,Block
194.27.240.157,65.112.44.*,Block
